давление 1E+5 Па.,   время 0 c.
давление 3,339E-1 Па.,   время 3551 c.
давление 3,336E-1 Па.,   время 3552 c.
давление 3,333E-1 Па.,   время 3553 c.
давление 3,33E-1 Па.,   время 3554 c.
давление 3,327E-1 Па.,   время 3555 c.
давление 3,325E-1 Па.,   время 3556 c.
давление 3,322E-1 Па.,   время 3557 c.
давление 3,319E-1 Па.,   время 3558 c.
давление 3,316E-1 Па.,   время 3559 c.
давление 3,313E-1 Па.,   время 3560 c.
давление 3,31E-1 Па.,   время 3561 c.
давление 3,307E-1 Па.,   время 3562 c.
давление 3,304E-1 Па.,   время 3563 c.
давление 3,301E-1 Па.,   время 3564 c.
давление 3,298E-1 Па.,   время 3565 c.
давление 3,295E-1 Па.,   время 3566 c.
давление 3,292E-1 Па.,   время 3567 c.
давление 3,289E-1 Па.,   время 3568 c.
давление 3,287E-1 Па.,   время 3569 c.
давление 3,284E-1 Па.,   время 3570 c.
давление 3,281E-1 Па.,   время 3571 c.
давление 3,278E-1 Па.,   время 3572 c.
давление 3,275E-1 Па.,   время 3573 c.
давление 3,272E-1 Па.,   время 3574 c.
давление 3,269E-1 Па.,   время 3575 c.
давление 3,266E-1 Па.,   время 3576 c.
давление 3,263E-1 Па.,   время 3577 c.
давление 3,26E-1 Па.,   время 3578 c.
давление 3,257E-1 Па.,   время 3579 c.
давление 3,254E-1 Па.,   время 3580 c.
давление 3,251E-1 Па.,   время 3581 c.
давление 3,248E-1 Па.,   время 3582 c.
давление 3,246E-1 Па.,   время 3583 c.
давление 3,243E-1 Па.,   время 3584 c.
давление 3,24E-1 Па.,   время 3585 c.
давление 3,237E-1 Па.,   время 3586 c.
давление 3,234E-1 Па.,   время 3587 c.
давление 3,231E-1 Па.,   время 3588 c.
давление 3,228E-1 Па.,   время 3589 c.
давление 3,225E-1 Па.,   время 3590 c.
давление 3,222E-1 Па.,   время 3591 c.
давление 3,219E-1 Па.,   время 3592 c.
давление 3,216E-1 Па.,   время 3593 c.
давление 3,213E-1 Па.,   время 3594 c.
давление 3,21E-1 Па.,   время 3595 c.
давление 3,207E-1 Па.,   время 3596 c.
давление 3,204E-1 Па.,   время 3597 c.
давление 3,202E-1 Па.,   время 3598 c.
давление 3,199E-1 Па.,   время 3599 c.
давление 3,196E-1 Па.,   время 3600 c.
давление 3,193E-1 Па.,   время 3601 c.
давление 3,19E-1 Па.,   время 3602 c.
давление 3,187E-1 Па.,   время 3603 c.
давление 3,184E-1 Па.,   время 3604 c.
давление 3,181E-1 Па.,   время 3605 c.
давление 3,178E-1 Па.,   время 3606 c.
давление 3,175E-1 Па.,   время 3607 c.
давление 3,172E-1 Па.,   время 3608 c.
давление 3,169E-1 Па.,   время 3609 c.
давление 3,166E-1 Па.,   время 3610 c.
давление 3,163E-1 Па.,   время 3611 c.
давление 3,16E-1 Па.,   время 3612 c.
давление 3,157E-1 Па.,   время 3613 c.
давление 3,154E-1 Па.,   время 3614 c.
давление 3,151E-1 Па.,   время 3615 c.
давление 3,148E-1 Па.,   время 3616 c.
давление 3,146E-1 Па.,   время 3617 c.
давление 3,143E-1 Па.,   время 3618 c.
давление 3,14E-1 Па.,   время 3619 c.
давление 3,137E-1 Па.,   время 3620 c.
давление 3,134E-1 Па.,   время 3621 c.
давление 3,131E-1 Па.,   время 3622 c.
давление 3,128E-1 Па.,   время 3623 c.
давление 3,125E-1 Па.,   время 3624 c.
давление 3,122E-1 Па.,   время 3625 c.
давление 3,119E-1 Па.,   время 3626 c.
давление 3,116E-1 Па.,   время 3627 c.
давление 3,113E-1 Па.,   время 3628 c.
давление 3,11E-1 Па.,   время 3629 c.
давление 3,107E-1 Па.,   время 3630 c.
давление 3,104E-1 Па.,   время 3631 c.
давление 3,101E-1 Па.,   время 3632 c.
давление 3,098E-1 Па.,   время 3633 c.
давление 3,095E-1 Па.,   время 3634 c.
давление 3,092E-1 Па.,   время 3635 c.
давление 3,089E-1 Па.,   время 3636 c.
давление 3,086E-1 Па.,   время 3637 c.
давление 3,083E-1 Па.,   время 3638 c.
давление 3,08E-1 Па.,   время 3639 c.
давление 3,077E-1 Па.,   время 3640 c.
давление 3,075E-1 Па.,   время 3641 c.
давление 3,072E-1 Па.,   время 3642 c.
давление 3,069E-1 Па.,   время 3643 c.
давление 3,066E-1 Па.,   время 3644 c.
давление 3,063E-1 Па.,   время 3645 c.
давление 3,06E-1 Па.,   время 3646 c.
давление 3,057E-1 Па.,   время 3647 c.
давление 3,054E-1 Па.,   время 3648 c.
давление 3,051E-1 Па.,   время 3649 c.
давление 3,048E-1 Па.,   время 3650 c.
давление 3,045E-1 Па.,   время 3651 c.
давление 3,042E-1 Па.,   время 3652 c.
давление 3,039E-1 Па.,   время 3653 c.
давление 3,036E-1 Па.,   время 3654 c.
давление 3,033E-1 Па.,   время 3655 c.
давление 3,03E-1 Па.,   время 3656 c.
давление 3,027E-1 Па.,   время 3657 c.
давление 3,024E-1 Па.,   время 3658 c.
давление 3,021E-1 Па.,   время 3659 c.
давление 3,018E-1 Па.,   время 3660 c.
давление 3,015E-1 Па.,   время 3661 c.
давление 3,012E-1 Па.,   время 3662 c.
давление 3,009E-1 Па.,   время 3663 c.
давление 3,006E-1 Па.,   время 3664 c.
давление 3,003E-1 Па.,   время 3665 c.
давление 3E-1 Па.,   время 3666 c.
давление 2,997E-1 Па.,   время 3667 c.
давление 2,994E-1 Па.,   время 3668 c.
давление 2,991E-1 Па.,   время 3669 c.
давление 2,988E-1 Па.,   время 3670 c.
давление 2,985E-1 Па.,   время 3671 c.
давление 2,982E-1 Па.,   время 3672 c.
давление 2,979E-1 Па.,   время 3673 c.
давление 2,976E-1 Па.,   время 3674 c.
давление 2,973E-1 Па.,   время 3675 c.
давление 2,97E-1 Па.,   время 3676 c.
давление 2,967E-1 Па.,   время 3677 c.
давление 2,964E-1 Па.,   время 3678 c.
давление 2,961E-1 Па.,   время 3679 c.
давление 2,958E-1 Па.,   время 3680 c.
давление 2,955E-1 Па.,   время 3681 c.
давление 2,952E-1 Па.,   время 3682 c.
давление 2,949E-1 Па.,   время 3683 c.
давление 2,946E-1 Па.,   время 3684 c.
давление 2,943E-1 Па.,   время 3685 c.
давление 2,94E-1 Па.,   время 3686 c.
давление 2,937E-1 Па.,   время 3687 c.
давление 2,935E-1 Па.,   время 3688 c.
давление 2,932E-1 Па.,   время 3689 c.
давление 2,929E-1 Па.,   время 3690 c.
давление 2,926E-1 Па.,   время 3691 c.
давление 2,923E-1 Па.,   время 3692 c.
давление 2,92E-1 Па.,   время 3693 c.
давление 2,917E-1 Па.,   время 3694 c.
давление 2,914E-1 Па.,   время 3695 c.
давление 2,911E-1 Па.,   время 3696 c.
давление 2,908E-1 Па.,   время 3697 c.
давление 2,905E-1 Па.,   время 3698 c.
давление 2,902E-1 Па.,   время 3699 c.
давление 2,899E-1 Па.,   время 3700 c.
давление 2,896E-1 Па.,   время 3701 c.
давление 2,893E-1 Па.,   время 3702 c.
давление 2,89E-1 Па.,   время 3703 c.
давление 2,887E-1 Па.,   время 3704 c.
давление 2,884E-1 Па.,   время 3705 c.
давление 2,881E-1 Па.,   время 3706 c.
давление 2,878E-1 Па.,   время 3707 c.
давление 2,875E-1 Па.,   время 3708 c.
давление 2,872E-1 Па.,   время 3709 c.
давление 2,869E-1 Па.,   время 3710 c.
давление 2,866E-1 Па.,   время 3711 c.
давление 2,863E-1 Па.,   время 3712 c.
давление 2,86E-1 Па.,   время 3713 c.
давление 2,856E-1 Па.,   время 3714 c.
давление 2,853E-1 Па.,   время 3715 c.
давление 2,85E-1 Па.,   время 3716 c.
давление 2,847E-1 Па.,   время 3717 c.
давление 2,844E-1 Па.,   время 3718 c.
давление 2,841E-1 Па.,   время 3719 c.
давление 2,838E-1 Па.,   время 3720 c.
давление 2,835E-1 Па.,   время 3721 c.
давление 2,832E-1 Па.,   время 3722 c.
давление 2,829E-1 Па.,   время 3723 c.
давление 2,826E-1 Па.,   время 3724 c.
давление 2,823E-1 Па.,   время 3725 c.
давление 2,82E-1 Па.,   время 3726 c.
давление 2,817E-1 Па.,   время 3727 c.
давление 2,814E-1 Па.,   время 3728 c.
давление 2,811E-1 Па.,   время 3729 c.
давление 2,808E-1 Па.,   время 3730 c.
давление 2,805E-1 Па.,   время 3731 c.
давление 2,802E-1 Па.,   время 3732 c.
давление 2,799E-1 Па.,   время 3733 c.
давление 2,796E-1 Па.,   время 3734 c.
давление 2,793E-1 Па.,   время 3735 c.
давление 2,79E-1 Па.,   время 3736 c.
давление 2,787E-1 Па.,   время 3737 c.
давление 2,784E-1 Па.,   время 3738 c.
давление 2,781E-1 Па.,   время 3739 c.
давление 2,778E-1 Па.,   время 3740 c.
давление 2,775E-1 Па.,   время 3741 c.
давление 2,772E-1 Па.,   время 3742 c.
давление 2,769E-1 Па.,   время 3743 c.
давление 2,766E-1 Па.,   время 3744 c.
давление 2,763E-1 Па.,   время 3745 c.
давление 2,76E-1 Па.,   время 3746 c.
давление 2,757E-1 Па.,   время 3747 c.
давление 2,754E-1 Па.,   время 3748 c.
давление 2,751E-1 Па.,   время 3749 c.
давление 2,748E-1 Па.,   время 3750 c.
давление 2,745E-1 Па.,   время 3751 c.
давление 2,742E-1 Па.,   время 3752 c.
давление 2,739E-1 Па.,   время 3753 c.
давление 2,736E-1 Па.,   время 3754 c.
давление 2,733E-1 Па.,   время 3755 c.
давление 2,73E-1 Па.,   время 3756 c.
давление 2,727E-1 Па.,   время 3757 c.
давление 2,724E-1 Па.,   время 3758 c.
давление 2,721E-1 Па.,   время 3759 c.
давление 2,717E-1 Па.,   время 3760 c.
давление 2,714E-1 Па.,   время 3761 c.
давление 2,711E-1 Па.,   время 3762 c.
давление 2,708E-1 Па.,   время 3763 c.
давление 2,705E-1 Па.,   время 3764 c.
давление 2,702E-1 Па.,   время 3765 c.
давление 2,699E-1 Па.,   время 3766 c.
давление 2,696E-1 Па.,   время 3767 c.
давление 2,693E-1 Па.,   время 3768 c.
давление 2,69E-1 Па.,   время 3769 c.
давление 2,687E-1 Па.,   время 3770 c.
давление 2,684E-1 Па.,   время 3771 c.
давление 2,681E-1 Па.,   время 3772 c.
давление 2,678E-1 Па.,   время 3773 c.
давление 2,675E-1 Па.,   время 3774 c.
давление 2,672E-1 Па.,   время 3775 c.
давление 2,669E-1 Па.,   время 3776 c.
давление 2,666E-1 Па.,   время 3777 c.
давление 2,663E-1 Па.,   время 3778 c.
